# Created: 2023-07-17T12:30:20.950563
# Policy: Age
# Input: test_data_updated.csv
# Maximum time: 10.0 year(s)
access_time,keep or delete,file_id
1982-05-30 13:57:04,D,c6ab44d5-47b4-496e-a7ab-8480b4d931aa
1982-06-21 00:10:25,D,91e75b98-1bd8-46e7-88bc-54ac70c9e73c
1982-09-11 23:36:20,D,93e9a464-06ef-4fc8-82fa-dce134282d63
1982-12-10 15:57:40,D,5b932653-7ed6-47eb-8ad5-6ac8df66225e
1982-12-27 12:56:10,D,184b3d5b-cb96-4716-a691-06214b69aa94
1983-01-05 07:26:59,D,4d9b67a2-239c-414f-a5dd-4d8f508ef199
1983-01-17 12:06:10,D,5fb178a7-b735-47b5-9a7c-45beb18df5d1
1983-02-18 13:17:49,D,2f57f47b-763d-43cb-8f78-b39da4e81d72
1983-03-31 09:12:53,D,4778d62a-c0a7-40ef-b1aa-15d5965b3331
1983-04-16 02:11:21,D,fdd57f9d-33b1-4499-966d-dda9cf703c10
1983-04-26 21:44:41,D,21e59ce8-1bfe-422b-ae6d-16dd909d715b
1983-09-07 11:56:37,D,d1171b3f-73f2-46dc-ba20-d421b72da3fc
1983-09-07 16:21:38,D,b79686fe-9f40-4c8c-8f1f-ca7f4bbd8e5b
1983-10-23 03:08:01,D,96c3d78f-1ce3-465e-96d8-fb8de785ee6a
1983-11-04 08:52:57,D,876a6e94-7791-4d0a-9fde-3d774582f56b
1983-12-02 09:02:17,D,adf4807b-a83b-4481-9651-180996270845
1984-01-27 12:04:28,D,70b6ac4b-40a8-417c-a2f2-23be7e440c79
1984-02-15 22:05:36,D,f24097f1-79c6-4c4b-a7fb-4301a22850ad
1984-02-21 02:42:44,D,35d6b7dd-55f8-4183-bbeb-3198a2128d15
1984-06-23 06:14:15,D,9df97900-72ea-411f-a7f9-0ac248dda496
1984-07-04 13:42:33,D,14a73ea3-d172-4af5-8e52-327ff4db7379
1984-09-06 04:47:07,D,dbb4a9f4-0c07-4a37-96df-6364f94b958c
1984-10-25 01:17:00,D,af5d452c-aaf1-43af-82b9-c95e79dc7556
1984-11-06 08:19:06,D,e8ead861-3296-4a0f-ab12-f2958159e643
1984-12-02 00:50:15,D,75475235-6cc6-45a7-889e-82f84aeff203
1985-02-21 18:22:36,D,ee8aec2b-322c-41c2-9107-8ca572bf0ace
1985-03-15 08:16:11,D,5adb46fa-6983-4030-8035-3d19eb76b2a4
1985-04-15 22:06:20,D,eb590c10-6e8c-4c7d-9bd8-82ae99b18c58
1985-04-20 06:53:39,D,6d3eb21e-ddbb-4a93-ac59-c483ec204574
1985-04-20 08:13:56,D,057f5b1a-f552-404e-8bee-149bf7dfd5ed
1985-06-20 14:01:37,D,8bc2a7d8-8fc8-42a3-9438-4459ea2e5b86
1985-08-12 05:08:46,D,34223e09-b451-420b-831f-342857bd44e4
1985-09-04 03:59:25,D,2f242232-510c-4740-941e-dbf88f7ca790
1985-11-17 11:26:32,D,42b2cdbb-492e-4b56-ad70-5fedd13987bf
1985-11-21 23:11:50,D,2e3c7e81-4d05-4db8-b077-fba7420d5906
1985-11-29 02:06:22,D,fce07ea4-5f12-45d0-b5a9-32e6b7646ab9
1986-02-08 10:23:57,D,ab4e05dd-004e-4879-b0e5-cde6e23aa80e
1986-02-16 02:09:56,D,49fefc50-83d1-406c-be1a-808166b0854a
1986-02-25 12:11:35,D,43663573-ffc3-4ba9-ae81-d8c9e789f489
1986-03-12 09:29:35,D,8de9bd4e-a917-414f-b177-3956b47392dc
1986-04-02 10:29:57,D,d6f6a797-37fb-4955-a3e1-69c90acdfdbf
1986-05-09 02:02:52,D,c19e09c3-b017-448e-a264-45c134da35ae
1986-05-17 15:51:20,D,020c3140-e037-4764-bfc6-5f3474933dfa
1986-05-19 20:43:53,D,ee617427-c623-4408-b5c9-59128389c575
1986-05-22 09:40:19,D,75779685-f5c6-474a-9f39-2f26ae870a39
1986-05-27 11:15:07,D,577c698f-106a-4329-b12f-04fa5936d1a0
1986-06-25 15:24:46,D,9397b621-52ea-449f-ab16-c5ee45c5b51a
1986-07-23 13:26:37,D,6c5731ef-514d-4b61-8e29-6a49dbb0e8da
1986-08-31 14:27:11,D,31e1727c-4c14-4454-9619-37ebf9d0a012
1986-09-21 14:23:29,D,c02a7497-79a2-4740-bff4-0f3369e191b9
1986-10-12 01:41:47,D,ead76174-bf35-4716-a71d-3df401b86fe7
1987-01-14 10:37:21,D,849cc04a-eb44-4ae7-91bf-eb3a13339976
1987-06-12 14:05:23,D,b9244744-59df-4ed6-9b56-d3c34308b949
1987-07-18 02:00:12,D,81d62eb0-8fde-4005-aeae-ef0009596051
1987-07-22 07:27:03,D,cfcfaa94-356c-404a-8d64-ad093788584d
1987-09-19 13:00:23,D,14845ee1-c1ad-4fd2-8ed8-970ffafd3a4a
1987-09-30 23:24:33,D,3f372928-3a89-4751-883a-7da6f82a72eb
1987-10-20 17:06:24,D,962e7ef3-5265-4893-86eb-51d566de2f97
1987-10-24 17:56:04,D,507cb038-9d7f-4011-add7-2ac7eb44f531
1987-11-06 09:51:17,D,d28263b0-15d1-499c-995a-92223c66be28
1987-11-09 21:28:15,D,2df14b48-7e83-45c7-9eb6-aa26965d9201
1987-12-06 06:14:14,D,25d34581-7ebc-4a00-afe1-3e8513bb6397
1987-12-08 10:07:48,D,759c9988-7d33-4a18-9806-0d8f84fd33b0
1987-12-30 05:33:10,D,769eba75-096d-46c3-aba1-46431c2ebe01
1988-03-20 19:45:16,D,ebf15bdf-2c4c-4aed-8054-3aa01f81cea7
1988-04-20 06:17:11,D,de8f112a-bab6-492e-8e7a-b2b20353e055
1988-04-25 09:48:34,D,639b4bcd-a463-4186-96be-aed7016a8904
1988-05-05 18:21:18,D,83dec951-b820-4f26-ab42-ca7d5bed8b67
1988-07-04 12:56:50,D,ee37174f-3439-4743-aa27-9f5c95829a96
1988-07-21 15:00:00,D,bc638122-d597-4f25-abd3-e2d28c93ea72
1988-08-04 06:50:59,D,7473b900-525f-4d0d-b4f8-98bbf1f74fae
1988-08-19 05:20:55,D,30de9ce1-48c2-4d4a-924c-da924413933d
1988-08-22 20:09:20,D,c2d79360-9a42-4b81-bda5-f3a3381221ec
1988-09-01 08:54:06,D,25fbd398-8eed-44f3-994a-6dad1fdc4e35
1988-10-20 13:12:59,D,c85ad291-9113-4a4f-b24f-3bc8587cd2b4
1988-11-29 02:39:35,D,499117de-1ff1-43e5-8906-de711899b244
1988-12-10 20:19:30,D,31ca678e-0395-490d-b8ad-66a2321b5483
1989-02-07 15:51:38,D,7fa7d5a8-4232-4e0f-9707-c3db64179485
1989-02-12 11:17:39,D,89459702-4353-47a9-b103-a68e7f010420
1989-02-23 08:42:48,D,ec75fa94-63e9-43e9-a150-ecd43ac5a124
1989-02-27 14:54:57,D,f8009cbc-67b6-4cd0-b7da-34dd22de0a00
1989-05-23 04:39:45,D,57f87601-1a71-423f-bb82-f1ccac9a9f2a
1989-06-14 04:49:07,D,51e4c915-ced4-4ff0-a7ef-98c8cd966162
1989-06-22 17:09:44,D,87eb83a9-51c1-4966-ad18-932b2023711c
1989-06-23 16:38:37,D,ad333a44-caaf-47fb-a303-be2523b05769
1989-07-04 18:31:25,D,0556a1e0-6b5d-4d21-a87e-a4b9d1722cd4
1989-08-18 01:46:49,D,bafe8eba-b392-4b7d-800e-7e21bd37c6d8
1989-09-14 11:59:38,D,781e98a5-16a7-48ee-8848-b58e5c5f4d8f
1989-10-09 14:10:05,D,f4ad5138-b5e6-4064-b010-d0d4af4e5d85
1989-12-01 22:46:04,D,013f50aa-f685-43b4-9f13-5d7e36fc153b
1990-01-01 04:31:28,D,d488a170-7425-4f2a-aa9c-0162f4cde0db
1990-01-05 07:20:33,D,95e25ded-2c14-4b7d-9bfd-1d2e001d90ee
1990-01-27 13:50:43,D,b6196dac-ee62-4054-8f3a-03727ddc6ca2
1990-02-12 12:51:02,D,923dfc67-6107-456e-a2dd-5fa9de3d8bb0
1990-02-25 18:55:33,D,9a35c162-d6a4-45c9-887c-b2a5b3a17617
1990-03-16 09:14:58,D,1ef041a2-291b-48b7-aa25-b16a3a4b2be9
1990-03-25 09:11:51,D,b8b1cb9a-0a0c-438c-8528-e438674f6185
1990-05-06 00:57:10,D,8570a5d2-cb43-4193-82db-a995807a4ca2
1990-05-16 02:28:59,D,ef1b22fe-df8c-4ba7-8ba0-e8f567d83a91
1990-05-30 04:11:19,D,cfac8a61-06c0-45ea-9d99-604cfe54264e
1990-10-03 11:37:12,D,283cf752-243e-41b3-83ce-520924dc75bc
1990-10-18 15:50:28,D,2dd78103-5f39-4437-920f-355c97f835a6
1990-11-04 00:49:33,D,2c735887-a1cb-49ac-a963-2b55a0d17f7d
1990-12-14 16:34:51,D,43dde2a4-78e7-4963-b103-9bb3cb42546f
1990-12-21 09:20:35,D,6ec43d3f-419c-4da7-8977-d561b460a512
1991-01-03 12:21:43,D,3bf50def-5302-4f99-9a7c-c87eaead5ec2
1991-01-07 15:32:35,D,e936c9f1-3f31-402c-99be-19141897b7ec
1991-02-26 22:02:10,D,49442281-1be6-41db-bfd4-07993c60305b
1991-03-18 17:46:05,D,5da2bf00-3616-4167-bddc-f1ae6c9f05e0
1991-03-19 12:45:14,D,a04bbd94-f05d-4209-80a9-bb8b43fdcb26
1991-04-21 21:10:31,D,5b1d74c7-8204-42d9-aa87-2500e6043ce1
1991-05-10 20:56:06,D,fc38da37-299f-4f51-9ae5-00ff0f7cacdb
1991-05-29 08:02:34,D,4373b5d7-45fd-46d2-9adf-27e1cddd969e
1991-07-04 04:39:28,D,d7b07340-7d92-4a8b-bcca-6b6b4397ac48
1991-07-10 18:23:55,D,c5472dee-6f1d-4bf9-bb6f-f24f186a3b94
1991-07-16 11:49:28,D,155cba7d-2770-416c-86b5-a97938917615
1991-08-13 12:21:35,D,4cff60a6-90d0-471a-9d36-03e96ab7a96f
1991-08-16 11:08:53,D,ca7e40ad-b04a-4ca3-9a90-619d5ff56db2
1991-08-20 03:25:57,D,371fc46b-5bb6-45fe-bb88-5c4f373cf0f7
1991-10-13 07:11:35,D,25060fca-d84f-4eeb-bf55-7f4b47baa7a9
1991-10-24 16:16:11,D,66d1b137-31c2-43cf-92b8-c226ca57e129
1991-11-17 09:15:57,D,3063d222-beb8-4333-aee5-12f39549e94f
1991-12-02 12:53:17,D,8e595955-a3f8-41ab-941b-eb219412435c
1991-12-08 23:25:37,D,1526afbf-f17a-443b-8bb0-5c64ccb480a7
1991-12-27 01:14:10,D,658a5ee8-2d87-46af-9365-4a9e10fe6cee
1992-01-20 20:36:21,D,552a5592-d8f3-4238-bae8-09f9dcb9600d
1992-02-03 23:56:58,D,35d22e29-ae56-4062-a21e-9f4dc4c87539
1992-02-07 21:52:46,D,9a18a557-5de3-459a-9feb-a4dc3de85c5d
1992-02-08 12:48:49,D,3661032d-3487-4ea5-bf35-c3afc170c0b3
1992-02-24 02:25:20,D,1a518959-d9d8-4455-8902-0ffc3485c6a1
1992-03-04 09:03:28,D,de139af2-9c7a-4282-a1f1-a2a08da93f7a
1992-04-17 15:52:00,D,c75c458e-df28-4b91-8eaa-90e08d9f9cde
1992-04-18 14:58:02,D,e5dd3ff7-3939-47d6-8856-418a4922c123
1992-04-25 19:25:05,D,52f9b123-02c8-4c7a-916b-37e722e6ba32
1992-05-09 16:55:57,D,167c8e38-376a-4422-b690-0ef4926dd850
1992-05-20 12:51:50,D,a961719d-3c22-4ba8-b342-7aad47a0b214
1992-06-14 00:59:04,D,7c3f4d17-5a66-4fc8-ae42-2f839ec65d06
1992-06-22 10:01:05,D,6f244d69-1cc3-4c94-bada-7df42fceaf57
1992-07-20 05:39:11,D,0793a4c7-1fb5-47b3-a711-2cdabec1c9d9
1992-08-21 04:59:06,D,768034cc-53b1-4923-bed6-f19f62d72eb4
1992-08-29 07:11:00,D,c26a3213-7e93-42b6-b67d-b05f13d42bc8
1992-09-09 09:12:23,D,d427a7e7-80ac-435b-8504-e1d043a08a61
1992-09-12 06:26:50,D,43056b2e-d4c1-4b75-906b-72512654f25c
1992-09-27 18:40:07,D,60833155-f1d5-4d82-9c69-76aba73daace
1992-10-07 18:36:18,D,a05dd1d9-4176-43ec-abd2-3c8164441f03
1992-10-11 14:33:14,D,cde11e88-c065-438c-b220-f999eed175fc
1992-10-14 06:31:40,D,aa8fecdf-c18c-4494-a7da-f9a40d515816
1992-10-15 04:28:07,D,b216ba20-bc0a-4bc1-ba23-153208fbc4d4
1992-11-02 14:50:33,D,02d22c20-eb5f-4906-9fb5-45a1b3617b38
1992-11-03 12:12:18,D,1ba33adf-4b09-4a37-9fd0-db80942c741e
1992-11-07 18:24:13,D,3ec3d779-1132-4e7e-b64a-7ce0cd25906c
1992-11-10 12:55:11,D,00910f56-435f-480f-97ae-eb9749144e06
1992-12-17 16:54:14,D,ebdb8263-baa1-4cd4-8d18-27277df6c689
1993-01-10 21:08:22,D,d092680d-e4ef-48d8-8351-94adb2f18e1a
1993-02-02 01:20:56,D,bd707eb9-ae9a-4fcb-b0de-fac2e51169a0
1993-03-08 06:35:28,D,94625458-05bb-4b63-9969-62bad07bb53a
1993-03-13 16:57:23,D,d550a8f6-3634-4cd1-82e4-f20801006628
1993-03-31 00:01:19,D,89d3ee4d-581e-4911-b23f-a02330b43d28
1993-04-14 09:46:32,D,41288d20-58c3-40ba-9860-00f0cfc77a9f
1993-04-16 20:53:33,D,7fa746ca-2b28-4efd-b472-cd16ff938ecb
1993-04-29 06:52:11,D,3a3b46c0-88d7-4393-9654-692d18194bfe
1993-04-30 18:25:41,D,e513d220-f31d-4b17-9624-019b02b690f0
1993-05-07 17:47:23,D,a86d317e-4572-4a40-b131-60c975687653
1993-06-07 18:54:43,D,ec818a7b-999b-46cd-ad3a-0ebb0ba81b53
1993-06-20 02:27:53,D,be790122-a472-42cf-b167-6955f3887e06
1993-07-04 11:54:51,D,1320e89d-8e88-42d5-b8e2-214b8531ed93
1993-08-12 09:57:50,D,4936d1ef-247a-414c-95aa-c64df0a7d5c6
1993-08-30 17:11:23,D,ee0b845a-fee1-4799-9fdc-9f30e8aefeb5
1993-09-02 15:55:39,D,edef837a-a0d4-4db7-9bbf-2fa9d42083ce
1993-09-11 16:47:45,D,3bd9a4c1-90cb-4a7d-ac1e-8ce4b715f04c
1993-09-22 18:39:49,D,09ebc0f4-2678-459c-813b-304b37bf0fc6
1993-09-25 00:31:50,D,bee53d05-8755-4a96-ba4f-719b8406c94b
1993-09-26 04:41:06,D,ed93882c-a232-4633-9a29-b80c0fc23397
1993-12-04 23:31:44,D,c2e29d6b-208a-4f0b-8686-74817fe97173
1993-12-18 21:51:05,D,e256536a-5b3f-4d09-89dc-f61eb6a2529e
1993-12-23 20:21:45,D,0be1c1ca-e97b-41a5-b331-f06f8867212b
1994-01-07 16:10:50,D,4fca55f8-7aed-4cc1-adf8-c38316c07801
1994-02-22 21:52:35,D,a25e8e0f-ecd2-4fdc-af0e-c14c632e8616
1994-03-08 17:30:51,D,35748e15-e28e-4ecd-bfd0-334e57cad627
1994-03-14 17:43:11,D,10fb0705-e454-4d8c-b25b-3389449499cb
1994-03-23 22:31:39,D,43173ca2-ae13-4913-b11b-7b996654c700
1994-03-25 06:16:46,D,6edc3a4d-16b2-4547-945e-2a9bd2258a42
1994-04-01 01:57:35,D,5f32321b-903b-4ee0-a4bc-99eb7ea0bba8
1994-04-13 20:48:11,D,a81236d6-e626-410d-a1fa-3fab127d425c
1994-04-28 21:46:10,D,3c90a65a-bf00-4d1a-9f62-e4cca82dfb00
1994-04-30 23:51:26,D,7e129bfc-e254-41f8-816f-cbcda4d4c6a0
1994-05-25 12:45:01,D,53c5a905-9c9c-4c17-a9b0-d4abe2160240
1994-06-04 00:09:50,D,d52136e7-9804-4802-b138-422fa7b028ee
1994-06-15 11:47:13,D,82af4298-8943-4355-bd18-38177c9e8cbf
1994-06-23 11:47:41,D,91a5ca8c-6332-4db7-8b1f-3c17be4816fa
1994-06-25 20:17:10,D,b30268db-c56b-4742-a28f-ba031a02dd1f
1994-07-15 02:58:13,D,b5ec9823-86a1-43b6-80b9-30b07305cdf0
1994-07-25 07:53:03,D,98439672-cfdc-43aa-b178-1530aeddea63
1994-08-14 01:08:26,D,a9bcb51f-9bbc-4d91-bd2f-844946b6a6eb
1994-08-18 09:59:25,D,ef4aeeb9-1e0f-481c-9550-8924aa18f47e
1994-09-11 07:37:02,D,772f9e76-651d-4799-91c6-97f8aa367e51
1994-10-16 03:30:35,D,cf6aafbb-0d51-4890-a19a-977a6c8bd8eb
1994-11-21 08:36:24,D,974aefa8-9d96-4845-876c-305bf0b82800
1994-11-25 16:27:36,D,e6e77505-784b-450b-bd75-95872c16d894
1994-12-05 01:57:15,D,4a038dd3-5e5d-405d-a4a3-96caa51343ba
1994-12-11 02:30:42,D,38a207de-08b6-42bd-b72e-febd5a48a7c0
1994-12-28 09:26:12,D,c8680358-7dcb-4191-a243-2e2800b589bf
1995-01-10 13:54:43,D,7841ee8c-e8c0-442a-a860-9aa1fdcf59a5
1995-01-22 01:07:41,D,1713f9a9-dbcd-469b-954e-3d8ef17bd857
1995-01-30 10:29:48,D,3b4f15a6-bddc-4aa6-ab76-1ac086126efd
1995-02-03 14:51:15,D,4f2fdd0b-4f0d-4555-9c3c-6135234b7d7f
1995-02-27 18:35:25,D,9ec1627c-bf9f-40eb-8124-fec1cca49a0e
1995-03-04 07:53:59,D,59c92fc1-5868-43cd-98d7-f190ed342be1
1995-03-09 14:02:32,D,90d2e909-cb1e-4492-9cf8-27fe8833b4b1
1995-04-02 18:41:55,D,6a958794-1907-4f2d-8791-0dbff6694ed1
1995-04-15 20:39:08,D,53c8441d-fb28-4896-8a45-46d701858ddc
1995-04-29 23:09:26,D,690a744f-eae0-40ea-ba09-7f376ae58a14
1995-05-07 09:02:32,D,3c3d38ef-365e-447f-8bc2-0dd367e7c936
1995-05-14 11:31:34,D,4147c193-9452-4b85-8cef-651902f05a56
1995-05-20 04:25:49,D,b01be7ce-5017-4fca-9fda-ca091745a504
1995-05-25 22:49:07,D,763f07ec-542a-4db0-b062-551db031a872
1995-05-30 22:01:36,D,47ca8c4e-f81a-458a-9aeb-2420f4fe9969
1995-07-06 11:54:09,D,282648da-7d2a-4f6e-af2e-0cfa9b7d2fab
1995-07-09 04:47:54,D,9c7aa203-2f69-4e1e-9a98-8fb5963e89b3
1995-07-09 10:47:42,D,569fa517-c605-43e7-aae3-10da98ca958f
1995-08-30 22:37:56,D,0dd9ea05-77c4-4662-9b8f-702507b1008b
1995-09-22 21:53:02,D,0fb572c4-8d53-4c72-bfc7-3bcb158d6cc1
1995-10-04 16:03:53,D,7b31c0b3-df6b-4c06-9104-afdb943d4871
1995-10-21 23:23:00,D,e27af723-dfce-417a-8fa6-b6ef7ff519c8
1995-11-13 12:13:31,D,afcce8ac-d81d-408b-91f7-413ba80af180
1995-11-17 01:33:23,D,f8a87fd7-bae3-4b6c-9865-3732e0422e31
1995-11-19 14:49:11,D,14f4dc17-da85-457c-a4ab-f7a8b61a1584
1995-11-22 01:37:02,D,84f20927-b3fe-4f0f-ba45-658b4137a961
1995-11-23 03:14:53,D,d112589b-14ef-4b50-b0a3-0da65a8af718
1995-11-30 19:08:25,D,b8a1fa90-f457-4571-ac24-57563324fa7c
1995-12-10 04:25:27,D,5e677f82-072d-4e21-926a-62123162ccdc
1995-12-12 06:37:23,D,c1c3d0fc-ade3-4a3a-a8af-59eaa71c7225
1996-01-06 19:31:24,D,694bca9c-093d-4dfa-b8f0-699270b2d06a
1996-02-13 23:59:09,D,d0127fcc-e609-46d1-be67-9e70f404e845
1996-03-03 12:03:35,D,83fd0ac7-f3ac-4115-b1a4-0375d496b9cf
1996-03-14 21:45:27,D,087411ec-147b-45c4-a1c2-7a5019f957bd
1996-04-10 02:16:16,D,a379f0e7-e47a-41c9-8e0f-1201e50281f3
1996-05-08 21:19:49,D,00d7919d-4c64-450a-b7e3-f1ca6fbdc2d2
1996-05-09 16:40:57,D,25e388d3-bf90-4c78-9001-3136404bca32
1996-06-16 18:37:53,D,a3e7400a-bf73-4934-afa8-7bdfc6869103
1996-06-17 02:17:58,D,a660e698-7194-452b-9a2c-2600542f88a6
1996-06-27 20:10:35,D,30285994-c3f7-4bb1-9fd3-f72afb71e3ff
1996-07-11 15:23:53,D,5423a83f-a8be-467d-a112-c11649ca4dcd
1996-08-10 09:24:39,D,953385a0-6b33-450e-a107-8185b9debc5d
1996-08-11 14:12:50,D,ce1b447b-0b74-473e-b9b5-414f8d31a8a7
1996-08-21 23:12:34,D,a6889561-f5de-4ab8-b5e4-9b6bf2f4aad9
1996-08-24 21:28:08,D,11407933-4492-4257-8484-d223c600def6
1996-09-02 23:34:39,D,d5da7baa-7019-4d4e-99d1-47f6a2804c25
1996-09-05 01:42:33,D,3e31a983-c5ea-4aa1-8b3c-9b66e60be4b4
1996-09-20 07:31:25,D,d5639c08-3704-4041-8e74-5b94116e0bb0
1996-10-08 05:14:21,D,ff234b0c-03e2-4431-8734-e7e02343013b
1996-10-19 19:51:29,D,06e7d102-9b44-4324-b4e9-eb90b704fe94
1996-10-22 08:44:53,D,d8fb043d-5428-43b5-9338-bd07ab08e5a0
1996-11-08 21:31:48,D,d35d3ae1-e019-41ac-a2ab-f519f66e7264
1996-11-11 15:05:19,D,ad5c76de-0247-4d52-9c07-6b01e000ff99
1996-11-16 22:36:14,D,185426de-e331-4606-9298-1a0732c1e2a3
1996-11-17 12:33:40,D,b31e3fa8-5b5d-4186-9cfb-ed56f6172a12
1996-12-02 10:51:07,D,097568f2-96c4-40c9-a337-dc00807ae604
1996-12-06 13:58:19,D,4d39dc55-1284-44b4-ad13-a4766db53771
1996-12-18 18:29:32,D,ff8608d9-7273-471e-b2f7-0c6a74445880
1996-12-24 02:04:01,D,590070f3-2a0f-4f7f-86ef-131f4c9b83f0
1996-12-28 17:06:16,D,5fdbf844-5e05-4d9f-a593-0368a24210d5
1997-01-06 18:40:19,D,27f72dd6-1d6b-438a-ae72-1fa6ccd57935
1997-01-22 11:06:46,D,e332d3e3-466a-4ab6-b33a-848156323b75
1997-01-25 02:07:17,D,accc7748-341f-4a38-a4c7-0f29200b6a32
1997-01-27 03:17:45,D,cfaa57ad-e0ca-4341-985d-4875371cc2a6
1997-01-31 09:25:09,D,961ec630-3f32-4fca-a1d3-c1b43b5b3a07
1997-02-02 15:30:14,D,5f3eec05-d832-4fca-857c-eb84470d4dbc
1997-02-11 04:54:22,D,afb135f8-6f39-4f82-a3a5-aabc5660a688
1997-03-22 14:31:17,D,466f7fb2-ed3d-4b72-a1de-95dad8f5926b
1997-03-24 17:32:34,D,8639d71b-17b6-43bb-91bd-b9ceb1a3146e
1997-05-12 15:29:58,D,21124c34-2b2d-4815-80df-7ff6fac302ab
1997-06-11 18:30:49,D,4d102dc6-13e5-47cf-8aac-cb75ac603c8c
1997-06-22 19:58:18,D,1ca79116-ea47-4c0c-a39e-018d3d630ca1
1997-06-29 14:36:19,D,77bace92-b853-4d17-b176-f05909ac7aaa
1997-08-10 17:25:58,D,06f92c83-a729-43b5-8ab5-c782e54132da
1997-08-19 09:45:02,D,8f515e1e-2a1a-4580-9173-5b1a073d872c
1997-09-06 04:35:52,D,e134715a-04f9-4fbd-8927-5f4afa7902f7
1997-09-11 20:42:33,D,376b1a8f-ad58-47be-9c59-9c2b1df27a02
1997-09-29 00:38:12,D,82f477c5-3863-4ef1-8fb0-ffba6ba91175
1997-09-30 12:29:10,D,cc4f25f2-5c69-4326-b068-fdeac843d883
1997-10-22 01:03:43,D,730854ec-2230-4838-8f8d-3a445dc158af
1997-11-08 10:08:38,D,ed4b442a-ab24-4e6d-ab90-c7a79d9ff557
1997-11-12 05:19:12,D,a6d4adb2-4752-4647-9f1c-ff42282d9091
1997-11-14 20:01:01,D,f3ae7518-febd-4066-a254-507f86b49b4d
1997-11-27 08:19:42,D,0086833f-2123-4df2-99e2-b3f295b9162c
1997-12-12 14:11:32,D,44636d09-c1fd-4514-ba43-6284be78213e
1997-12-22 17:50:26,D,46f416df-e346-4b7d-be78-2c2760010481
1998-01-19 18:49:37,D,548769ed-0b34-452d-a5b6-67f7b6b2fadf
1998-02-11 05:42:56,D,47fdd613-865c-42b3-8143-c67b4a2daf61
1998-03-02 10:34:34,D,8cc82fae-a18a-4440-95eb-332b860bcd71
1998-03-09 21:50:07,D,bc933a5a-ab2e-457a-82b9-f57fcda7c549
1998-03-25 06:32:27,D,d7e6870d-c110-4e65-96ea-4640d610cdc5
1998-04-02 00:59:32,D,44ca21bf-1d1c-4606-9e3c-e90b79972e1c
1998-04-09 00:03:47,D,82a119c9-f089-4d6f-b024-e0991973ea68
1998-04-09 08:23:21,D,66c2da47-292b-40c3-8640-e36138298ee1
1998-04-16 13:15:55,D,af80de18-e898-4e09-8cc5-ae3bc8ff45ab
1998-04-24 12:12:01,D,cf4b25f4-e64d-4c7c-bdbd-b471f5f0130c
1998-04-25 09:05:11,D,9f0207c6-5dfc-4a4c-9141-e3ad318cdbb6
1998-05-16 10:59:03,D,f3de3a4d-b62c-48bd-afda-78370746c5b4
1998-05-29 22:08:25,D,e8f0c4f6-847f-4f1e-8c20-8d62f6aed2cc
1998-06-09 01:06:43,D,844f2a21-4263-40b4-b6f8-b34628931831
1998-07-30 11:44:33,D,e7c7b5be-82a4-408c-b298-af09dc3a5249
